spotify_id,name,artists,daily_rank,daily_movement,weekly_movement,country,snapshot_date,popularity,is_explicit,duration_ms,album_name,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
4zbEItKoaRId1vRZkoO0Uh,Imagínate,"Danny Ocean, Kapo",15,0,7,EC,1/21/2025,87,TRUE,170365,Imagínate,11/7/2024,0.779,0.737,11,-4.667,1,0.109,0.134,0,0.0974,0.445,101.923,4
7bywjHOc0wSjGGbj04XbVi,LUNA,"Feid, ATL Jacob",16,0,5,EC,1/21/2025,88,FALSE,196800,FERXXOCALIPSIS,12/1/2023,0.774,0.86,7,-2.888,0,0.13,0.131,0,0.116,0.446,100.019,4
7ricDBUakN3N0YkkKE8Obu,Mi Refe,"Beéle, Ovy On The Drums",17,1,6,EC,1/21/2025,84,FALSE,159404,Mi Refe,12/5/2024,0.588,0.634,7,-5.112,0,0.273,0.417,0.00111,0.0993,0.463,151.467,5
7tCuCjhxzjX2XCz4JiiAsp,TURiSTA,Bad Bunny,18,-1,-4,EC,1/21/2025,87,FALSE,190028,DeBÍ TiRAR MáS FOToS,1/5/2025,0.358,0.12,8,-30.487,1,0.523,0.456,0.0653,0.146,0.318,90.929,3
6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,KAROL G,19,0,6,EC,1/21/2025,92,FALSE,195824,Si Antes Te Hubiera Conocido,6/21/2024,0.924,0.668,11,-6.795,1,0.0469,0.446,0.000594,0.0678,0.787,128.027,4
4c2Pc0NrfkesPR0jff6q3F,KETU TeCRÉ,Bad Bunny,20,0,-4,EC,1/21/2025,88,TRUE,250789,DeBÍ TiRAR MáS FOToS,1/5/2025,0.27,0.277,8,-32.187,1,0.0477,0.0177,0.485,0.111,0.082,111.353,3
3G7agPwWfcORnWCAGMDOpm,LA MuDANZA,Bad Bunny,21,3,-3,EC,1/21/2025,86,TRUE,213010,DeBÍ TiRAR MáS FOToS,1/5/2025,0.565,0.926,7,-5.607,1,0.0573,0.975,0.944,0.131,0.971,173.978,3
6VNXmo59yDYgcwLS17UNAW,CAFé CON RON,"Bad Bunny, Los Pleneros de la Cresta",22,-1,-3,EC,1/21/2025,87,FALSE,228836,DeBÍ TiRAR MáS FOToS,1/5/2025,0.328,0.153,9,-26.802,1,0.0564,0.148,1.28E-06,0.397,0.0376,95.506,4
5cZIDOH5DaLSXFqo21G24Z,Robando,"DJ Lalo, Jøtta",23,0,7,EC,1/21/2025,68,FALSE,154000,Robando,10/9/2024,0.779,0.853,11,-5.829,0,0.0403,0.0647,0,0.62,0.974,93.04,4
79x7xtoCLpf6l32Zz6mWo4,BOKeTE,Bad Bunny,24,3,-7,EC,1/21/2025,87,TRUE,215983,DeBÍ TiRAR MáS FOToS,1/5/2025,0.4,0.07,1,-32.756,1,0.0456,0.194,0.956,0.116,0.0344,124.927,4
3mg9jYNC1NihbthlglzrWP,57,"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",25,1,2,EC,1/21/2025,84,TRUE,298130,57,11/8/2024,0.848,0.712,1,-3.574,0,0.0981,0.221,0,0.106,0.692,91.98,4
2gmd7lY3QSzLh0xIY4cRvi,SE ME OLVIDA,"Maisak, Feid",26,2,3,EC,1/21/2025,82,TRUE,225373,SE ME OLVIDA,8/23/2024,0.786,0.707,7,-4.386,0,0.0635,0.0399,0,0.121,0.691,82.045,4
0qeIFEGRQqHoaJtLCl0U73,DEGENERE 👑 (feat. benny blanco),"Myke Towers, benny blanco",27,-2,-3,EC,1/21/2025,87,TRUE,130880,LA PANTERA NEGRA (DELUXE),10/17/2024,0.744,0.709,6,-5.778,0,0.284,0.0501,0,0.0847,0.712,194.055,4
0fKK51bU6lcCCwdNnv64t3,DEPORTIVO,"Blessd, Anuel AA, Ovy On The Drums",28,2,5,EC,1/21/2025,85,TRUE,218701,DEPORTIVO,11/14/2024,0.816,0.762,0,-2.864,1,0.0565,0.534,0.000404,0.0845,0.782,90.025,4
1C5jDtYftdFtHNG6iLVyCA,La Jama,"Jombriel, Waldokinc El Troyano, Jøtta",29,-7,5,EC,1/21/2025,60,TRUE,224006,La Jama,11/13/2024,0.714,0.752,6,-2.283,1,0.161,0.0146,0.000414,0.062,0.659,179.992,4
2btNsI4OvcVl7SAHQQDHFB,Mírame,"Blessd, Ovy On The Drums",30,1,1,EC,1/21/2025,82,TRUE,157453,Mírame,4/17/2024,0.717,0.656,7,-4.449,1,0.0797,0.141,2.96E-05,0.0661,0.695,175.956,4
14QaXYIK3K3QPtezqxRRPN,PIToRRO DE COCO,Bad Bunny,31,-2,-11,EC,1/21/2025,86,FALSE,206627,DeBÍ TiRAR MáS FOToS,1/5/2025,0.636,0.667,7,-4.708,1,0.0323,0.25,6.95E-06,0.116,0.544,97.769,4
2plbrEY59IikOBgBGLjaoe,Die With A Smile,"Lady Gaga, Bruno Mars",32,2,4,EC,1/21/2025,100,FALSE,251667,Die With A Smile,8/16/2024,0.521,0.592,6,-7.777,0,0.0304,0.308,0,0.122,0.535,157.969,3
4wJ5Qq0jBN4ajy7ouZIV1c,APT.,"ROSÉ, Bruno Mars",33,-1,-1,EC,1/21/2025,90,FALSE,169917,rosie,12/6/2024,0.777,0.783,0,-4.477,0,0.26,0.0283,0,0.355,0.939,149.027,4
1cOboCuWYI2osTOfolMRS6,Tu Boda,"Oscar Maydon, Fuerza Regida",34,-1,3,EC,1/21/2025,90,TRUE,225880,Tu Boda,9/26/2024,0.694,0.651,6,-6.968,1,0.0784,0.496,1.36E-05,0.0787,0.471,112.648,3
13BDiikG6y5o5cQTK0HpW6,Soltera - W Sound 01,"W Sound, Blessd, Ovy On The Drums",35,2,4,EC,1/21/2025,79,TRUE,142022,Soltera (W Sound 01),8/6/2024,0.734,0.578,1,-4.147,1,0.295,0.155,0.000242,0.113,0.88,199.997,4
1Hg0e997pObvZ91w1FCPFk,LO QUE LE PASÓ A HAWAii,Bad Bunny,36,0,-10,EC,1/21/2025,85,FALSE,229381,DeBÍ TiRAR MáS FOToS,1/5/2025,0.0939,0.00174,11,-54.341,1,0.0638,0.247,0.000195,0.245,0.0679,82.653,4
63EQbNhgaih4yg5412usWG,Loco,Neton Vega,37,8,13,EC,1/21/2025,87,FALSE,186521,Loco,12/20/2024,0.849,0.708,1,-5.502,1,0.0686,0.0741,0.00768,0.139,0.632,91.981,4
63pLfjK6FvcYJYMGwtHjd6,SORRY 4 THAT MUCH,Feid,38,2,7,EC,1/21/2025,80,TRUE,207746,SORRY 4 THAT MUCH,6/7/2024,0.819,0.675,7,-4.281,1,0.0727,0.0318,0,0.289,0.602,92.99,4
0fea68AdmYNygeTGI4RC18,LA CANCIÓN,"J Balvin, Bad Bunny",39,-1,-4,EC,1/21/2025,84,FALSE,242573,OASIS,6/28/2019,0.756,0.646,7,-5.795,1,0.319,0.152,1.81E-05,0.108,0.429,176.088,4
3KZCP2StVGdWkOKyRZNWA4,Es un Secreto,Plan B,40,10,0,EC,1/21/2025,80,FALSE,192120,House of Pleasure,7/20/2010,0.841,0.774,6,-4.963,0,0.0421,0.117,2.66E-06,0.0674,0.494,95.006,4
2CeKVsFFXG4QzA415QygGb,Feliz Cumpleaños Ferxxo,Feid,41,0,7,EC,1/21/2025,81,FALSE,155960,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,9/14/2022,0.865,0.573,5,-5.501,1,0.0678,0.0863,0,0.305,0.563,94.999,4
7EeZMKsgrkPOiyeJWZgagI,Dançalao,"Jombriel, Jøtta",42,-7,2,EC,1/21/2025,60,FALSE,154845,Dançalao,10/20/2024,0.72,0.783,11,-4.366,1,0.303,0.0566,8.42E-06,0.154,0.948,186.23,4
0iVEujJcafOBnxa654fJYu,Cosas Pendientes,Maluma,43,0,-2,EC,1/21/2025,82,FALSE,184462,Cosas Pendientes,11/21/2024,0.835,0.67,5,-2.748,0,0.0562,0.261,0,0.185,0.78,82.008,4
6kPCcIAGoTeRrh8qrmKa90,Piel,"Tiago PZK, Ke Personajes",44,4,6,EC,1/21/2025,79,TRUE,142041,GOTTI A,7/4/2024,0.646,0.907,0,-1.617,1,0.0593,0.422,0,0.14,0.816,168.004,4
5QjmUqgpPQgXgg4606DqZF,UWAIE,Kapo,45,2,-3,EC,1/21/2025,84,FALSE,172427,UWAIE,8/15/2024,0.705,0.783,9,-4.783,0,0.0403,0.138,0,0.0984,0.454,103.001,4
1kcn16i5Tmp8udmHcahvi7,Ultra Complicado,"Kenny Die, Sebas",46,3,-3,EC,1/21/2025,68,FALSE,176298,Ultra Complicado,1/3/2024,0.614,0.428,11,-9.608,1,0.508,0.471,1.58E-06,0.161,0.385,90.067,4
3TyUYGoU43YgPPVDcBJolZ,Crazy QLO,"Jombriel, Alex Krack, Jøtta",47,-8,2,EC,1/21/2025,59,TRUE,215472,Crazy QLO,5/4/2023,0.76,0.7,5,-6.842,1,0.231,0.0673,0,0.0573,0.927,176.08,4
6s9PpYbExKlHuJ8JMyep21,Bing Bong,"Yailin la Mas Viral, Puyalo Pantera",48,-4,-1,EC,1/21/2025,79,TRUE,123591,Bing Bong,11/6/2024,0.92,0.797,10,-4.622,0,0.109,0.0087,0.000407,0.212,0.775,134.035,4
7iQXYTyuG13aoeHxGG28Nh,PERRO NEGRO,"Bad Bunny, Feid",49,1,-11,EC,1/21/2025,85,TRUE,162767,nadie sabe lo que va a pasar mañana,10/13/2023,0.911,0.778,5,-2.248,1,0.262,0.0887,2.16E-05,0.179,0.345,96.057,4
6sRQjwLPdzADXhgZeKy6PQ,Tú Con El,Frankie Ruiz,50,-4,0,EC,1/21/2025,73,TRUE,301441,"Cantándole al Amor, Vol. 2",10/21/2023,0.824,0.776,7,-6.309,1,0.0506,0.202,0.000288,0.258,0.96,95.339,4
2lTm559tuIvatlT1u0JYG2,BAILE INoLVIDABLE,Bad Bunny,1,1,1,DO,1/21/2025,94,TRUE,367725,DeBÍ TiRAR MáS FOToS,1/5/2025,0.168,0.00332,10,-46.113,1,0.0615,0.192,0.79,0.112,0.219,119.387,3
3sK8wGT43QFpWrvNQsrQya,DtMF,Bad Bunny,2,-1,-1,DO,1/21/2025,96,TRUE,237117,DeBÍ TiRAR MáS FOToS,1/5/2025,0.625,0.131,7,-27.405,0,0.0717,0.177,0.218,0.0807,0.032,136.02,4
5TFD2bmFKGhoCRbX61nXY5,NUEVAYoL,Bad Bunny,3,0,0,DO,1/21/2025,93,FALSE,183685,DeBÍ TiRAR MáS FOToS,1/5/2025,0.142,0.195,6,-20.024,1,0.139,0.265,0.995,0.204,0.12,137.922,4
7d6yK8v8J484SWH5prIQiE,VeLDÁ,"Bad Bunny, Omar Courtz, Dei V",4,0,0,DO,1/21/2025,91,TRUE,235336,DeBÍ TiRAR MáS FOToS,1/5/2025,0.613,0.981,1,-18.638,1,0.149,0.29,0.0023,0.437,0.0337,101.852,3
59D4DOkspUbWyMmbAPQkxZ,VOY A LLeVARTE PA PR,Bad Bunny,5,0,0,DO,1/21/2025,92,TRUE,156364,DeBÍ TiRAR MáS FOToS,1/5/2025,0.148,0.604,7,-35.032,1,0.0588,0.921,0.453,0.405,1.00E-05,106.295,3
6J5kc12BW5HuP3d7C3vvx8,EoO,Bad Bunny,6,1,2,DO,1/21/2025,90,TRUE,204768,DeBÍ TiRAR MáS FOToS,1/5/2025,0.36,0.464,10,-29.598,0,0.0702,0.749,0.859,0.0825,0.184,63.662,4
5WEF0icHWmAZBBMglBd599,WELTiTA,"Bad Bunny, Chuwi",7,-1,-1,DO,1/21/2025,90,FALSE,187507,DeBÍ TiRAR MáS FOToS,1/5/2025,0.458,0.297,4,-32.354,0,0.6,0.866,0.329,0.346,0.357,96.14,3
4MUrUT38U98olfnyzMBCzm,KLOuFRENS,Bad Bunny,8,0,2,DO,1/21/2025,88,TRUE,199114,DeBÍ TiRAR MáS FOToS,1/5/2025,0.326,0.125,1,-32.45,1,0.148,0.703,0.706,0.18,0.306,106.974,4
1Q9Efnm5csdCMFynISxL2x,PERFuMITO NUEVO,"Bad Bunny, RaiNao",9,0,-2,DO,1/21/2025,90,TRUE,200680,DeBÍ TiRAR MáS FOToS,1/5/2025,0.513,0.0302,0,-33.8,1,0.0701,0.996,0.977,0.15,0.557,120.026,1
0iKo4pNNjHHdKUcFARlfCa,EL CLúB,Bad Bunny,10,0,-1,DO,1/21/2025,88,TRUE,222568,DeBÍ TiRAR MáS FOToS,1/5/2025,0.516,0.611,10,-5.486,0,0.0555,0.458,5.34E-05,0.113,0.261,110.744,4
0l0vcZMU7AOeQmUIREoI2U,Qué Pasaría...,"Rauw Alejandro, Bad Bunny",11,0,6,DO,1/21/2025,91,TRUE,191018,Cosa Nuestra,11/15/2024,0.833,0.563,4,-5.593,0,0.204,0.528,1.27E-05,0.139,0.343,105.008,4
4fk9Ufhqn1jllnTSddki62,A 200,"Keyviem, Carlos Trvp, Lil Naay, Little Homie",12,0,8,DO,1/21/2025,58,TRUE,246734,A 200,12/13/2024,0.52,0.568,7,-10.093,1,0.327,0.648,0,0.261,0.514,98.385,4
7tCuCjhxzjX2XCz4JiiAsp,TURiSTA,Bad Bunny,13,3,-2,DO,1/21/2025,87,FALSE,190028,DeBÍ TiRAR MáS FOToS,1/5/2025,0.358,0.12,8,-30.487,1,0.523,0.456,0.0653,0.146,0.318,90.929,3
7ricDBUakN3N0YkkKE8Obu,Mi Refe,"Beéle, Ovy On The Drums",14,8,10,DO,1/21/2025,84,FALSE,159404,Mi Refe,12/5/2024,0.588,0.634,7,-5.112,0,0.273,0.417,0.00111,0.0993,0.463,151.467,5
1ILjmBTvFF3ExlByvAycOZ,De Regalo,"Shadow Blow, Lil Naay, 212MUSIC",15,0,6,DO,1/21/2025,57,FALSE,122500,De Regalo,12/18/2024,0.602,0.679,0,-7.078,0,0.314,0.0461,0,0.139,0.539,127.545,5
1YYfyJ2yCvGFCxwjsIqEK9,Khé?,"Rauw Alejandro, Romeo Santos",16,-2,3,DO,1/21/2025,88,FALSE,206066,Cosa Nuestra,11/15/2024,0.687,0.627,7,-4.975,1,0.181,0.326,0,0.0893,0.47,155.865,4
79x7xtoCLpf6l32Zz6mWo4,BOKeTE,Bad Bunny,17,3,-4,DO,1/21/2025,87,TRUE,215983,DeBÍ TiRAR MáS FOToS,1/5/2025,0.4,0.07,1,-32.756,1,0.0456,0.194,0.956,0.116,0.0344,124.927,4
4c2Pc0NrfkesPR0jff6q3F,KETU TeCRÉ,Bad Bunny,18,3,-6,DO,1/21/2025,88,TRUE,250789,DeBÍ TiRAR MáS FOToS,1/5/2025,0.27,0.277,8,-32.187,1,0.0477,0.0177,0.485,0.111,0.082,111.353,3
2MwztolEt0vNsp8tbnNbRs,Si Estoy Contigo - Bachata,Engel Montaz,19,-1,13,DO,1/21/2025,62,FALSE,216827,Desire,7/10/2024,0.727,0.805,8,-5.301,1,0.0819,0.152,0,0.2,0.873,144.914,4
5N7WygWmT8oIz5PqtLYFYz,Kikito,"Engel Montaz, Chimbala, Leo RD",20,-1,16,DO,1/21/2025,60,TRUE,170084,Kikito,3/22/2022,0.905,0.866,2,-4.889,1,0.0767,0.0688,0.00473,0.282,0.793,118.068,4
6s9PpYbExKlHuJ8JMyep21,Bing Bong,"Yailin la Mas Viral, Puyalo Pantera",21,-8,2,DO,1/21/2025,79,TRUE,123591,Bing Bong,11/6/2024,0.92,0.797,10,-4.622,0,0.109,0.0087,0.000407,0.212,0.775,134.035,4
14QaXYIK3K3QPtezqxRRPN,PIToRRO DE COCO,Bad Bunny,22,1,-8,DO,1/21/2025,86,FALSE,206627,DeBÍ TiRAR MáS FOToS,1/5/2025,0.636,0.667,7,-4.708,1,0.0323,0.25,6.95E-06,0.116,0.544,97.769,4
1DXmGJ0Wj3PVuyIBfipz03,Selena,"Brazil21, Lomiiel",23,27,27,DO,1/21/2025,44,FALSE,155809,Selena,12/6/2024,0.883,0.766,1,0.133,0,0.37,0.183,2.82E-05,0.251,0.736,142.016,4
3G7agPwWfcORnWCAGMDOpm,LA MuDANZA,Bad Bunny,24,0,-8,DO,1/21/2025,86,TRUE,213010,DeBÍ TiRAR MáS FOToS,1/5/2025,0.565,0.926,7,-5.607,1,0.0573,0.975,0.944,0.131,0.971,173.978,3
44yf1tgi5vg8lR2EULi1gs,20 Veces,"Flamen Beretta, Latinnites Music, Kuv507",25,9,8,DO,1/21/2025,70,FALSE,291063,20 Veces,12/20/2024,0.661,0.683,6,-6.503,1,0.408,0.321,0,0.235,0.517,93.589,4
20VrNT97LUbZ5Hor3J4UhU,Lil Naay Pa Tripea,Lillmusic.in,26,-9,24,DO,1/21/2025,25,TRUE,133770,Lil Naay Pa Tripea,1/1/2001,0.757,0.536,10,-11.402,0,0.125,0.0626,0.0174,0.321,0.406,101.008,4
6VNXmo59yDYgcwLS17UNAW,CAFé CON RON,"Bad Bunny, Los Pleneros de la Cresta",27,-2,-9,DO,1/21/2025,87,FALSE,228836,DeBÍ TiRAR MáS FOToS,1/5/2025,0.328,0.153,9,-26.802,1,0.0564,0.148,1.28E-06,0.397,0.0376,95.506,4
4zbEItKoaRId1vRZkoO0Uh,Imagínate,"Danny Ocean, Kapo",28,-2,-1,DO,1/21/2025,87,TRUE,170365,Imagínate,11/7/2024,0.779,0.737,11,-4.667,1,0.109,0.134,0,0.0974,0.445,101.923,4
4xdl8WUxPsgG0gZdIP4yS8,Vamono Lejos,"Engel Montaz, Sacra Mr Melody",29,-1,9,DO,1/21/2025,54,TRUE,187694,Vamono Lejos,2/20/2024,0.425,0.679,7,-5.276,1,0.205,0.236,0,0.177,0.503,85.19,4
7mkAnbBANmsJtLs06lUDJt,LO MALO MALO MALO,Lil Naay,30,-1,-2,DO,1/21/2025,55,TRUE,98399,LO MALO MALO MALO,11/22/2024,0.513,0.644,11,-11.549,1,0.132,0.255,0,0.662,0.375,133.227,5
6oRMg2IUaM9Ussg6pS30la,Glizzy Zaza,"Huan62, Lil Naay, Piyao Vrt",31,-1,4,DO,1/21/2025,51,TRUE,122574,Glizzy Zaza,1/6/2025,0.52,0.736,4,-8.266,0,0.251,0.123,0,0.411,0.736,109.142,4
4n3OzPpoNDyHKKu7AeMV5P,Silla,"Yailin la Mas Viral, Puyalo Pantera",32,-5,-6,DO,1/21/2025,72,TRUE,141355,Silla,12/20/2024,0.828,0.619,0,-4.683,1,0.224,0.0035,1.84E-06,0.0985,0.78,86.003,3
4h3i4yz7mkw1H9XG9VMkjQ,Vibrador,Engel Montaz,33,0,8,DO,1/21/2025,72,TRUE,186666,Desire,7/10/2024,0.695,0.704,6,-4.788,0,0.267,0.118,0.00261,0.136,0.577,179.873,4
62wrOBZ9EBSiLZCIG5buXj,Sense,Engel Montaz,34,2,8,DO,1/21/2025,56,FALSE,156521,Desire,7/10/2024,0.82,0.573,6,-8.903,0,0.0601,0.0298,0.0753,0.101,0.196,115.128,4
2FFr0vdtqPBTK3RW0c7T5C,Cupido,"Engel Montaz, Kuv507, Latinnites Music",35,0,4,DO,1/21/2025,64,FALSE,215000,Desire,7/10/2024,0.914,0.601,11,-5.255,1,0.163,0.0888,4.62E-06,0.264,0.648,96.041,4
6vatfs7t1je6O2rrp5NNBZ,Loco,Engel Montaz,36,1,8,DO,1/21/2025,51,FALSE,202159,Desire,7/10/2024,0.625,0.642,2,-6.046,1,0.149,0.279,4.61E-05,0.135,0.612,175.945,4
7kysxhCfP7fFebn7iZU8Av,Party Prendio,Engel Montaz,37,1,6,DO,1/21/2025,60,TRUE,102592,Desire,7/10/2024,0.712,0.737,9,-5.833,0,0.29,0.256,0,0.182,0.501,168.137,4
4P49dOJLCHJh0HPYorW5IF,L NAMA,"Huan62, Lil Naay, Dowba Montana",38,1,7,DO,1/21/2025,49,TRUE,133120,L NAMA,1/6/2025,0.556,0.678,2,-9.667,1,0.339,0.259,0,0.107,0.485,109.932,4
1uZDY0h2g19vtNhzybQNn4,Mami,Lil Naay,39,11,-8,DO,1/21/2025,53,TRUE,102214,Mami,7/10/2024,0.587,0.546,10,-8.485,0,0.24,0.285,0,0.765,0.289,95.63,4
4Z64NtDGD0nuIbUXCXCHnQ,Ella,"Lil Naay, Chael Produciendo",40,1,-3,DO,1/21/2025,51,TRUE,146479,Ella,12/25/2024,0.736,0.594,2,-9.211,1,0.061,0.000711,0.0125,0.281,0.441,98.102,4
1Hg0e997pObvZ91w1FCPFk,LO QUE LE PASÓ A HAWAii,Bad Bunny,41,-1,-16,DO,1/21/2025,85,FALSE,229381,DeBÍ TiRAR MáS FOToS,1/5/2025,0.0939,0.00174,11,-54.341,1,0.0638,0.247,0.000195,0.245,0.0679,82.653,4
0wBewzClu7ZeunloGZpvhu,De tu amor,Jay Aponte,42,-10,-13,DO,1/21/2025,49,FALSE,174288,De tu Amor,1/2/2025,0.959,0.69,10,-3.379,0,0.0798,0.46,0.000694,0.0446,0.955,125,4
4DnrAI8WyUY6gkOwl8GlPN,capaz (merengueton),"Alleh, Yorghaki",43,1,-9,DO,1/21/2025,79,FALSE,173858,LA CIUDAD,12/24/2024,0.872,0.614,3,-5.618,0,0.181,0.0815,0.000207,0.135,0.785,126.957,4
3vuElNsrvp6f7XzrF6HqyT,Juguete,"Braulio Fogon, Amenazzy",44,2,6,DO,1/21/2025,52,TRUE,169411,Juguete,11/26/2024,0.541,0.429,0,-9.04,0,0.371,0.775,0,0.0789,0.887,78.296,4
6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,KAROL G,45,-3,3,DO,1/21/2025,92,FALSE,195824,Si Antes Te Hubiera Conocido,6/21/2024,0.924,0.668,11,-6.795,1,0.0469,0.446,0.000594,0.0678,0.787,128.027,4
0Sr7ssScx54yxdM2ols7nW,Q U E V A S H A C E R H O Y ?,"Omar Courtz, De La Rose",46,-1,3,DO,1/21/2025,86,TRUE,224022,PRIMERA MUSA,9/20/2024,0.56,0.681,6,-6.304,0,0.244,0.103,0,0.106,0.388,155.079,4
14ljxdLzjTxpfSA5oPee59,Back To Back,"Braulio Fogon, Luis Brown",47,3,3,DO,1/21/2025,54,TRUE,139742,Back To Back,9/17/2024,0.598,0.822,11,-3.649,1,0.393,0.547,0,0.717,0.608,97.776,4
0qeIFEGRQqHoaJtLCl0U73,DEGENERE 👑 (feat. benny blanco),"Myke Towers, benny blanco",48,0,-8,DO,1/21/2025,87,TRUE,130880,LA PANTERA NEGRA (DELUXE),10/17/2024,0.744,0.709,6,-5.778,0,0.284,0.0501,0,0.0847,0.712,194.055,4
7bywjHOc0wSjGGbj04XbVi,LUNA,"Feid, ATL Jacob",49,1,1,DO,1/21/2025,88,FALSE,196800,FERXXOCALIPSIS,12/1/2023,0.774,0.86,7,-2.888,0,0.13,0.131,0,0.116,0.446,100.019,4
60u6hcpH5Qm1M3xESdNBrB,Frente al Mar,Beéle,50,-1,0,DO,1/21/2025,79,FALSE,165178,Frente al Mar,9/26/2024,0.75,0.682,10,-3.825,1,0.0945,0.168,1.28E-06,0.112,0.618,100.036,4
5wmH2yEMgerF4bGh87TQZA,Du ligner din mor,"Benjamin Hav, Lukas Graham",1,0,0,DK,1/21/2025,63,FALSE,186110,Du ligner din mor,12/27/2024,0.818,0.58,1,-6.712,0,0.0429,0.207,9.53E-06,0.0706,0.797,107.014,4
00Ma3dn1eTeuz8LYEpUXQo,Lonely (feat. Artigeardit),"JOSVA, Artigeardit",2,0,0,DK,1/21/2025,61,FALSE,196090,Lonely (feat. Artigeardit),1/3/2025,0.688,0.737,6,-8.96,0,0.408,0.409,0,0.6,0.502,103.768,4
7px3lmdf4nzNEMt6zaQ5yJ,SAMMEN,"Marstein, Annika",3,0,0,DK,1/21/2025,70,TRUE,178280,FRIHET I LENKER,10/25/2024,0.65,0.734,3,-6.332,0,0.163,0.243,8.15E-05,0.084,0.339,105.199,4
4GZt2BpQpWhkEAgmfUrQOu,Luk Mig Ind,Annika,4,0,0,DK,1/21/2025,65,FALSE,197706,Luk Mig Ind,11/29/2024,0.558,0.55,9,-6.712,0,0.0363,0.348,1.16E-06,0.123,0.178,95.881,3
2ZwOtQXG5k1M7gHmTmTMgw,Småting (feat. Lamin & Kundo),"MAS, Lamin, Kundo",5,1,45,DK,1/21/2025,50,FALSE,184264,Månen Er Min Ven,1/17/2025,0.766,0.587,1,-6.316,1,0.161,0.032,0,0.372,0.582,100.02,4
2plbrEY59IikOBgBGLjaoe,Die With A Smile,"Lady Gaga, Bruno Mars",6,-1,-1,DK,1/21/2025,100,FALSE,251667,Die With A Smile,8/16/2024,0.521,0.592,6,-7.777,0,0.0304,0.308,0,0.122,0.535,157.969,3
5TC4trc7XgCCkycbTSTqV2,Bare Vent (feat. Artigeardit),"MAS, Artigeardit",7,1,43,DK,1/21/2025,50,TRUE,141668,Månen Er Min Ven,1/17/2025,0.899,0.537,5,-6.087,1,0.215,0.156,2.19E-05,0.114,0.603,102.046,4
4wJ5Qq0jBN4ajy7ouZIV1c,APT.,"ROSÉ, Bruno Mars",8,-1,0,DK,1/21/2025,90,FALSE,169917,rosie,12/6/2024,0.777,0.783,0,-4.477,0,0.26,0.0283,0,0.355,0.939,149.027,4
35ISBknsCeZQtq66xABI9g,Messy,Lola Young,9,1,-3,DK,1/21/2025,84,TRUE,284066,This Wasn't Meant For You Anyway,6/21/2024,0.798,0.562,9,-5.913,1,0.0375,0.11,0.00606,0.122,0.647,110.991,4
7ne4VBA60CxGM75vw0EYad,That’s So True,Gracie Abrams,10,-1,-3,DK,1/21/2025,96,TRUE,166300,The Secret of Us (Deluxe),10/18/2024,0.554,0.808,1,-4.169,1,0.0368,0.214,0,0.159,0.372,108.548,4
7CW3Tjll8pUMZxsuo8GZgV,Tænker Ik På Andre (feat. URO),"Suspekt, URO",11,1,0,DK,1/21/2025,62,FALSE,203500,Tænker Ik På Andre (feat. URO),8/30/2024,0.707,0.809,8,-8.022,0,0.0705,0.182,5.11E-06,0.128,0.836,89.988,4
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,12,-1,-2,DK,1/21/2025,97,FALSE,210373,HIT ME HARD AND SOFT,5/17/2024,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
0nVUuzrVZc5t9S48ifesg6,Smelter Under Månen,APHACA,13,1,4,DK,1/21/2025,59,FALSE,198388,Smelter Under Månen,6/21/2024,0.787,0.642,1,-7.408,0,0.199,0.287,0.000242,0.169,0.767,104.067,4
3ZNTae1ZOrSaURxMZAVFq6,Børn Af Natten (Hola Bonita),"Ankerstjerne, Daniel Schulz, Panamah",14,-1,0,DK,1/21/2025,60,FALSE,176190,Børn Af Natten (Hola Bonita),3/29/2024,0.769,0.825,5,-6.2,0,0.178,0.0217,3.89E-06,0.29,0.297,126.037,4
1ZatLEMZsAslxDA5zw3S6V,Tro På Det,"Lamin, Ukendt Kunstner",15,1,-3,DK,1/21/2025,61,FALSE,178930,SkyLL,9/19/2024,0.784,0.471,1,-8.511,0,0.107,0.279,0,0.194,0.609,125.109,4
0fFMt9cc1EEQDIWLGDcqKd,Så længe jeg er sexy.,Annika,16,-1,-3,DK,1/21/2025,64,FALSE,150190,Så længe jeg er sexy.,8/2/2024,0.543,0.674,0,-6.241,0,0.153,0.262,0,0.244,0.579,155.84,4
3xJeUxbt51wpvGk3YzqxLi,Reposado,"Benny Jamz, Gilli",17,3,-2,DK,1/21/2025,61,TRUE,161241,KENNY,6/20/2024,0.843,0.674,4,-6,0,0.243,0.173,1.88E-06,0.571,0.859,129.98,4
